OVERALL_RATING,POTENTIAL,VALUE,WAGE,HEIGHT,KIT_NUMBER,WEAK_FOOT,SKILL_MOVES,RELEASE_CLAUSE,POSITION,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,GOALKEEPING,AGE,PREFERRED_FOOT_Left,PREFERRED_FOOT_Right
76,83,14.0,67.0,182,24,3,2,31.5,CB,58,63,64,62,65,78,10,22,False,True
71,78,3.8,9.0,190,38,3,3,6.1,ST,64,61,70,74,62,29,8,22,False,True
76,83,15.0,13.0,180,9,4,3,24.0,ST,65,58,77,78,62,25,12,21,False,True
69,80,3.1,2.0,175,16,3,3,5.6,CM,62,73,75,61,66,61,10,22,True,False
79,86,33.0,51.0,184,20,3,2,62.7,CB,63,63,76,69,67,81,10,23,False,True
74,84,8.5,12.0,186,51,2,2,14.5,CB,48,51,72,61,56,76,12,22,True,False
78,85,27.5,16.0,181,11,5,4,63.3,RM,71,75,86,71,59,25,12,21,False,True
77,85,23.5,21.0,168,28,4,3,54.1,RM,63,70,78,65,60,40,12,23,True,False
74,86,10.0,9.0,168,35,2,4,16.0,RW,61,68,82,52,56,34,11,21,True,False
70,87,3.8,500.0,176,48,4,2,8.1,CDM,50,65,70,64,61,66,9,18,False,True
67,83,2.5,500.0,185,39,2,2,7.1,CB,43,50,65,59,51,70,11,20,True,False
80,80,0.0,0.0,195,11,4,5,0.0,ST,81,76,60,73,73,30,12,42,False,True
81,81,21.5,170.0,175,7,4,4,44.1,LW,75,83,81,70,72,28,9,32,False,True
84,84,30.5,120.0,173,2,4,3,58.0,RB,73,84,74,77,78,82,11,33,False,True
89,89,99.5,200.0,175,10,5,5,184.1,LW,80,89,88,71,77,32,12,31,False,True
84,84,29.0,140.0,186,26,4,2,55.1,CB,59,61,64,70,69,85,9,32,False,True
80,81,21.0,110.0,180,6,3,2,40.4,CB,65,69,73,72,68,82,10,28,True,False
89,89,99.5,260.0,175,11,3,4,184.1,RW,80,81,90,80,78,41,13,31,True,False
89,90,105.5,130.0,177,6,4,3,182.0,CDM,78,83,79,81,79,82,12,28,False,True
78,83,20.0,23.0,172,15,3,3,43.5,RWB,59,66,79,62,61,77,12,26,False,True
78,81,17.0,46.0,185,34,2,3,30.2,CDM,71,75,72,75,73,73,12,27,False,True
85,85,46.5,46.0,172,19,3,3,97.7,LB,73,83,83,80,82,84,13,32,True,False
75,80,7.5,20.0,193,4,3,2,14.1,CB,47,52,66,64,59,76,11,25,False,True
80,84,27.0,77.0,178,3,3,3,53.3,LB,62,71,79,76,72,79,13,26,True,False
83,87,47.5,69.0,175,4,3,4,84.3,CDM,71,82,84,78,80,79,13,26,True,False
83,87,47.0,64.0,186,2,3,3,81.1,CB,55,56,76,70,65,84,9,25,False,True
80,83,29.0,84.0,178,31,3,4,57.3,RW,71,78,87,72,63,30,12,26,True,False
79,84,21.5,20.0,196,1,3,1,44.6,GK,19,20,56,49,28,16,78,24,False,True
81,84,34.5,105.0,184,9,5,4,68.1,ST,79,74,78,80,74,50,11,26,False,True
84,87,53.5,90.0,181,2,4,4,103.0,RB,77,77,85,80,74,76,10,25,False,True
84,85,52.0,125.0,175,7,4,4,92.3,LM,73,77,88,76,71,51,8,26,False,True
78,84,22.5,70.0,186,28,3,3,47.3,CM,71,70,80,72,75,69,10,24,False,True
79,83,23.5,40.0,176,20,4,3,41.7,RB,69,72,84,78,73,75,10,25,False,True
81,84,25.5,1.0,187,40,2,1,58.0,GK,20,26,57,46,33,22,79,28,False,True
75,83,12.0,20.0,192,22,4,2,20.4,CB,49,56,68,69,63,73,13,23,False,True
73,83,7.0,7.0,175,12,3,3,12.6,CM,55,72,71,69,68,70,10,23,True,False
72,80,5.0,30.0,170,14,3,3,10.5,CM,60,67,71,56,68,68,10,22,False,True
81,85,33.0,58.0,185,3,2,2,58.6,CB,47,46,77,61,60,84,10,25,False,True
84,87,57.0,115.0,182,39,2,3,112.6,CM,71,80,78,77,81,81,11,26,False,True
79,85,25.5,29.0,181,3,4,3,58.7,CDM,65,69,73,71,73,78,11,24,False,True
76,83,14.0,43.0,193,4,3,2,29.4,CB,49,52,63,59,54,77,10,22,False,True
76,82,12.0,45.0,188,32,4,3,22.8,CM,75,70,78,79,71,75,10,24,True,False
74,84,9.5,11.0,181,36,3,4,15.2,RM,68,64,79,66,59,24,11,22,False,True
66,80,2.1,20.0,189,80,3,4,5.2,CAM,58,65,71,63,56,48,11,21,True,False
73,82,6.0,20.0,176,24,3,3,12.6,CDM,53,64,75,63,62,71,10,21,False,True
75,85,12.0,15.0,184,21,4,4,26.4,ST,70,67,80,73,61,26,11,20,False,True
68,80,2.9,500.0,178,31,3,3,7.0,CM,67,72,71,70,66,59,11,22,False,True
63,86,1.4,500.0,182,75,5,1,4.2,GK,18,23,46,39,25,12,63,19,True,False
65,79,1.7,4.0,168,18,3,4,4.5,RW,49,62,81,51,46,17,12,20,True,False
77,86,23.5,18.0,178,11,3,4,54.1,RM,65,71,85,66,65,43,12,23,True,False
81,85,33.0,49.0,194,12,3,2,58.6,CB,59,61,70,68,70,82,10,24,False,True
70,84,3.6,14.0,195,22,5,2,0.0,CB,46,43,60,58,49,70,11,21,True,False
76,83,15.0,38.0,192,90,3,4,28.5,CAM,75,76,74,76,69,55,10,22,True,False
83,88,50.5,95.0,193,4,3,2,99.7,CB,51,58,61,70,65,84,10,23,True,False
72,83,5.0,31.0,185,10,3,3,0.0,ST,65,58,72,70,61,29,10,21,False,True
73,83,6.0,13.0,191,14,3,2,13.8,CB,51,53,61,63,57,71,9,21,False,True
80,85,29.5,12.0,182,15,3,3,61.2,CDM,59,71,70,68,76,79,11,22,False,True
73,84,6.5,6.0,186,43,4,5,11.1,CF,61,64,78,68,56,35,10,21,False,True
73,85,7.0,40.0,173,16,4,4,0.0,RM,61,68,83,62,56,22,11,21,True,False
70,79,3.3,500.0,183,19,3,2,7.8,LB,57,49,80,58,52,62,11,22,True,False
77,84,21.5,36.0,182,39,4,4,40.9,RW,63,66,81,75,64,49,13,22,False,True
76,83,15.0,30.0,182,8,3,3,31.5,CM,62,71,70,69,69,64,10,23,False,True
76,84,15.5,27.0,176,3,3,2,32.6,LB,63,68,74,66,67,75,7,22,True,False
75,81,9.0,22.0,194,6,5,2,17.1,CM,67,71,64,78,72,70,10,25,False,True
71,83,4.4,3.0,182,7,5,3,7.5,LM,58,64,72,62,58,37,12,21,False,True
62,83,1.2,500.0,184,19,3,3,2.7,CM,55,66,67,56,53,51,10,18,True,False
61,84,1.0,2.0,180,45,3,3,2.9,CAM,57,57,62,57,58,53,11,19,False,True
71,85,4.4,28.0,176,30,4,4,10.2,RM,66,77,73,60,51,36,13,20,True,False
69,85,3.5,3.0,177,18,4,4,9.2,LW,60,70,81,63,57,34,8,19,True,False
71,81,3.9,3.0,175,62,3,2,9.0,RB,52,65,76,53,60,72,11,21,False,True
61,84,1.0,1.0,168,38,3,3,2.9,CAM,55,59,65,51,54,38,8,18,False,True
84,84,26.5,72.0,180,11,4,4,45.1,CAM,77,85,77,75,74,55,13,34,False,True
79,79,17.0,90.0,174,21,4,4,32.3,RW,73,80,77,63,70,55,12,31,True,False
72,72,1.6,40.0,189,18,3,1,3.0,GK,20,22,55,51,29,11,72,30,False,True
88,90,78.0,210.0,188,31,3,1,150.2,GK,26,33,65,55,46,18,87,30,True,False
76,76,0.0,0.0,175,17,4,4,0.0,CF,67,75,80,59,63,32,12,30,False,True
79,79,19.0,70.0,189,9,4,3,36.1,ST,71,61,68,83,68,21,11,29,False,True
83,83,33.0,72.0,183,22,3,3,56.1,RB,71,74,82,79,72,80,9,30,False,True
84,85,43.5,82.0,184,21,2,2,75.0,CB,68,61,76,70,70,85,10,27,True,False
80,82,20.0,44.0,183,23,3,1,39.5,GK,25,31,60,45,36,19,81,28,False,True
82,86,40.0,37.0,185,5,4,3,0.0,CDM,72,77,68,79,75,80,12,25,False,True
80,83,26.5,54.0,175,32,2,3,47.0,LWB,72,80,79,71,73,75,9,26,True,False
83,85,45.0,88.0,186,7,4,3,79.9,CAM,77,81,81,78,80,74,11,27,False,True
76,81,10.5,64.0,191,14,3,3,20.7,CB,57,61,62,63,63,77,7,24,False,True
80,80,21.0,105.0,174,24,2,4,39.9,RW,70,76,82,68,73,55,11,29,True,False
84,85,50.5,195.0,178,7,5,5,107.3,RW,72,80,88,68,68,35,10,26,True,False
85,90,76.0,82.0,184,19,3,3,134.9,LB,75,73,85,79,74,79,9,26,True,False
76,77,0.0,0.0,176,11,4,4,0.0,LW,68,73,79,66,60,31,9,27,False,True
85,89,71.0,77.0,189,4,3,2,122.5,CB,62,62,67,83,63,86,12,24,False,True
82,83,37.0,47.0,178,16,4,4,0.0,ST,77,75,84,75,67,45,11,26,False,True
85,89,69.5,175.0,186,3,3,2,147.7,CB,64,64,78,72,72,86,13,25,False,True
77,84,21.5,18.0,186,19,3,3,0.0,ST,70,66,69,78,64,30,10,24,False,True
75,82,11.0,35.0,163,2,3,2,23.1,RB,56,61,85,50,63,73,12,23,False,True
74,84,8.0,7.0,192,26,3,1,13.6,GK,17,23,48,43,26,13,74,21,False,True
78,81,19.0,24.0,187,24,3,3,35.6,LM,64,78,76,71,67,74,8,25,True,False
78,85,27.5,25.0,185,7,2,4,52.3,RM,69,75,79,74,63,36,12,21,False,True
74,83,9.5,12.0,177,10,3,4,16.2,RM,70,68,80,76,67,48,10,22,False,True
65,79,1.7,4.0,168,18,3,4,4.5,RW,49,62,81,51,46,17,12,20,True,False
76,79,10.0,36.0,185,23,2,4,19.8,LM,67,71,83,71,58,21,10,25,False,True
80,83,28.5,35.0,188,15,3,3,62.0,ST,74,67,71,83,66,29,12,26,True,False
75,82,0.0,0.0,180,,4,3,0.0,CDM,59,76,72,68,70,69,13,26,False,True
78,85,29.0,41.0,182,18,3,3,0.0,ST,69,63,81,79,62,36,10,23,False,True
77,83,16.0,19.0,185,33,3,3,36.8,LB,64,72,74,71,63,75,10,23,True,False
84,87,53.5,75.0,181,8,4,3,95.0,CDM,74,80,83,80,78,79,9,23,False,True
79,85,28.5,37.0,177,11,3,3,59.9,ST,73,63,87,79,67,24,10,23,False,True
71,82,4.1,20.0,179,28,3,3,0.0,ST,63,63,76,71,60,25,10,21,True,False
76,83,15.0,17.0,170,10,3,4,33.0,CM,60,76,72,58,68,61,12,23,False,True
76,84,15.5,29.0,191,6,3,2,29.5,CB,52,52,68,62,58,77,7,22,False,True
69,84,3.2,4.0,180,4,3,2,6.6,CB,43,42,77,62,50,69,9,21,False,True
75,83,12.5,26.0,177,7,3,3,26.3,CAM,60,72,80,71,65,55,11,23,False,True
77,86,23.5,1.0,175,37,3,4,0.0,RM,67,73,79,66,63,36,9,23,True,False
76,82,11.5,52.0,183,30,4,3,0.0,LWB,63,69,76,75,65,72,11,23,True,False
64,81,1.5,3.0,192,14,5,3,3.2,ST,56,46,66,69,47,26,10,20,False,True
81,84,30.5,19.0,189,8,2,2,63.3,CDM,65,65,60,77,71,81,9,27,False,True
73,82,6.0,5.0,180,6,4,2,10.8,CB,53,55,73,61,62,73,10,21,False,True
76,84,17.0,42.0,174,21,3,4,32.3,ST,71,71,81,73,59,38,11,23,True,False
77,85,21.5,36.0,191,28,4,2,40.9,CB,57,59,71,65,65,78,11,22,False,True
74,84,9.5,11.0,181,31,2,3,15.2,RM,64,70,77,67,71,69,11,21,False,True
71,82,3.8,12.0,188,31,4,2,7.6,CB,52,55,66,60,57,72,12,21,True,False
72,84,5.5,13.0,188,6,3,2,11.0,CDM,54,58,68,67,59,73,10,21,False,True
76,84,16.5,19.0,189,44,3,3,0.0,ST,67,63,72,72,60,19,9,21,False,True
74,81,8.5,10.0,176,10,4,3,19.6,CM,62,72,76,63,64,53,12,24,True,False
71,84,4.4,7.0,180,22,4,4,8.7,LW,61,69,78,66,58,29,13,21,False,True
72,80,4.7,500.0,193,41,3,2,11.3,CB,47,51,61,60,58,73,11,20,False,True
65,81,1.7,3.0,191,44,3,2,4.0,CB,46,48,58,59,47,64,11,20,True,False
73,83,6.5,13.0,180,3,3,2,15.0,LB,60,65,76,62,60,69,10,22,True,False
62,84,1.2,500.0,176,6,3,3,3.1,CM,57,62,71,54,58,57,11,18,False,True
62,85,1.2,1.0,185,14,3,3,3.2,CAM,52,58,65,53,54,42,12,18,True,False
65,82,1.7,500.0,192,36,3,2,4.0,LB,54,49,62,60,51,62,10,19,True,False
65,83,1.7,500.0,188,28,3,2,4.6,CB,44,45,59,58,51,66,11,18,False,True
69,85,3.5,4.0,176,33,2,4,0.0,RW,61,65,70,55,53,31,10,19,True,False
84,84,7.5,75.0,184,4,3,3,13.9,CB,73,74,68,75,82,83,10,37,False,True
67,67,425.0,1.0,173,49,3,4,659.0,ST,65,68,72,55,56,21,8,36,True,False
81,81,12.0,110.0,179,11,3,5,20.4,RM,74,81,85,76,75,78,8,35,False,True
84,84,41.0,150.0,191,10,4,5,69.7,CM,79,87,69,82,79,62,4,30,False,True
82,82,30.0,85.0,180,11,3,5,57.0,LW,69,74,83,74,70,37,13,31,False,True
79,79,15.0,125.0,182,93,3,2,0.0,CB,66,68,65,75,67,79,14,30,True,False
84,84,42.0,100.0,178,20,4,4,71.4,CM,74,86,76,71,80,70,10,29,False,True
81,81,25.5,130.0,181,22,2,5,48.5,RW,74,84,79,65,72,48,11,30,True,False
87,87,78.0,125.0,174,17,4,4,128.7,CF,81,78,86,81,74,41,12,31,False,True
83,83,33.0,63.0,170,13,2,4,56.1,LB,75,86,81,69,73,78,9,30,True,False
79,79,19.0,13.0,173,10,5,3,28.5,CF,67,79,83,73,66,44,11,28,False,True
85,87,59.0,72.0,195,25,3,3,104.7,CB,59,57,61,72,65,87,12,28,False,True
84,84,42.0,85.0,180,5,3,4,86.1,CM,74,83,79,80,79,76,12,29,False,True
87,87,56.0,175.0,168,7,3,2,106.4,CDM,65,67,81,75,78,89,11,32,False,True
81,82,31.0,105.0,173,10,4,5,61.2,LW,69,75,88,76,61,26,9,26,False,True
76,82,11.0,40.0,196,4,3,2,23.1,CB,48,50,65,59,57,76,11,26,False,True
79,80,0.0,0.0,178,18,3,3,0.0,CM,67,80,77,72,73,74,11,27,True,False
79,84,27.0,120.0,171,10,5,4,0.0,CAM,62,75,83,64,59,28,11,24,False,True
85,88,74.5,100.0,174,10,4,4,132.2,ST,79,75,86,82,77,44,10,26,False,True
85,85,49.5,95.0,187,37,3,2,84.2,CB,55,55,71,67,65,87,11,28,False,True
81,82,27.5,68.0,188,2,3,2,48.8,RWB,69,65,75,79,70,78,11,27,False,True
75,79,7.0,18.0,188,21,3,2,13.1,CB,60,61,73,72,63,77,11,24,True,False
77,83,16.5,50.0,175,17,4,5,33.0,LW,70,75,83,68,63,32,11,24,False,True
76,79,10.0,36.0,185,23,2,4,19.8,LM,67,71,83,71,58,21,10,25,False,True
83,84,43.5,180.0,176,22,4,4,92.4,RW,70,81,87,78,75,47,10,27,True,False
71,76,2.9,19.0,185,18,3,4,5.7,RM,63,68,72,62,61,50,11,24,True,False
74,81,8.5,35.0,188,22,3,3,17.9,ST,70,66,77,70,65,39,12,24,False,True
76,82,11.5,55.0,178,19,3,4,24.2,LWB,66,65,78,65,72,71,8,23,True,False
79,84,23.5,77.0,182,38,3,4,46.4,CDM,67,74,74,77,73,78,10,27,False,True
77,82,15.0,14.0,176,5,2,3,22.1,LB,65,70,77,63,70,74,10,24,True,False
77,81,15.0,62.0,180,22,3,3,29.6,CM,68,74,71,74,72,67,11,25,True,False
75,83,12.5,7.0,175,10,4,2,21.3,ST,71,67,83,75,64,46,12,23,False,True
75,82,10.5,49.0,183,8,3,3,0.0,CDM,64,75,70,69,69,69,10,24,False,True
78,84,22.5,32.0,180,19,3,3,42.8,CAM,72,71,78,65,66,45,11,24,False,True
72,82,5.0,3.0,170,6,4,3,9.0,CM,62,72,77,71,67,62,13,21,False,True
73,83,6.5,29.0,183,7,3,2,13.7,RB,56,66,75,58,60,71,12,22,False,True
74,81,8.0,11.0,184,29,3,2,15.2,RB,54,58,77,58,60,72,10,21,False,True
77,83,17.0,25.0,182,25,3,3,32.3,CAM,63,70,82,66,66,43,12,23,False,True
79,83,25.5,55.0,186,9,4,3,45.3,ST,73,64,73,81,63,27,11,25,False,True
74,84,9.5,750.0,182,2,3,3,22.8,ST,65,57,73,78,61,23,12,22,False,True
78,85,27.0,39.0,173,4,3,3,56.7,CDM,57,68,84,74,71,75,8,23,False,True
77,80,13.5,59.0,181,12,3,3,26.7,RWB,65,67,72,74,68,76,12,24,False,True
73,82,7.0,18.0,178,11,3,3,10.5,RW,62,64,83,61,58,37,8,22,True,False
75,82,10.5,28.0,185,22,5,2,22.1,RWB,62,64,73,65,64,73,11,21,False,True
73,82,6.5,18.0,183,40,5,3,0.0,CM,65,71,70,73,65,63,11,21,False,True
76,85,16.0,26.0,190,17,2,2,30.4,RWB,68,64,74,71,60,72,9,23,False,True
71,82,4.1,45.0,175,28,3,3,8.6,RW,61,66,81,66,57,29,9,22,False,True
70,80,3.5,44.0,185,19,4,4,0.0,RM,66,67,71,64,60,42,10,21,False,True
66,77,1.9,13.0,172,17,3,4,4.0,LW,49,54,80,53,45,29,10,21,False,True
72,79,4.6,9.0,184,24,3,3,8.7,CM,61,71,73,68,62,58,13,21,True,False
72,84,5.5,20.0,176,26,3,4,11.6,CAM,64,72,79,69,65,45,10,21,False,True
78,85,29.0,15.0,181,30,4,3,63.8,ST,70,66,72,73,60,21,11,24,False,True
74,82,9.0,19.0,174,16,4,3,20.7,CM,70,73,75,65,71,66,10,22,False,True
63,78,1.1,6.0,179,19,4,3,0.0,ST,58,52,74,65,54,17,10,19,False,True
74,83,9.0,11.0,178,36,3,3,14.4,CM,61,69,77,66,69,70,8,21,False,True
71,84,4.2,25.0,187,6,3,2,0.0,CB,49,56,66,62,58,73,13,20,True,False
65,83,1.7,500.0,186,39,3,2,3.5,CB,44,45,67,56,48,67,12,19,False,True
67,83,2.6,15.0,175,27,4,4,7.0,RW,57,62,69,54,49,23,9,19,True,False
65,84,1.8,6.0,192,12,3,2,0.0,ST,61,60,69,64,53,32,10,19,False,True
62,80,1.0,3.0,175,61,4,3,0.0,RW,52,54,73,51,48,20,10,19,False,True
80,80,13.5,51.0,169,70,4,4,25.7,ST,79,82,81,77,74,42,12,35,False,True
85,85,44.0,185.0,180,8,4,4,81.4,CM,74,85,74,74,81,73,10,33,False,True
83,83,34.5,145.0,181,14,5,4,65.6,CM,77,87,70,69,71,46,9,31,False,True
86,86,55.0,100.0,185,17,4,3,93.5,ST,79,69,84,80,73,33,10,33,False,True
86,86,57.5,105.0,176,8,3,4,117.9,ST,85,86,84,83,80,56,13,32,True,False
85,85,55.0,100.0,176,9,3,5,112.8,CF,78,83,82,80,71,25,10,29,False,True
85,85,37.0,105.0,195,1,4,1,70.3,GK,27,32,60,50,39,17,84,31,False,True
81,81,22.5,71.0,186,37,4,4,38.3,LWB,70,67,83,69,71,77,13,30,False,True
81,81,25.5,72.0,178,15,4,3,0.0,CM,76,80,74,78,76,72,14,29,False,True
86,86,57.0,230.0,190,22,3,2,116.9,CB,61,64,71,78,68,86,12,30,False,True
82,82,31.0,68.0,190,9,3,3,52.7,ST,75,62,66,79,72,53,8,29,False,True
84,84,41.5,150.0,184,17,2,3,70.6,LM,76,82,82,80,76,72,13,31,True,False
83,84,39.0,21.0,171,3,2,3,80.9,LB,71,84,86,77,74,77,10,28,True,False
87,87,72.0,210.0,182,22,4,4,0.0,LB,76,82,83,77,77,81,12,29,False,True
86,86,69.5,130.0,177,21,3,4,118.2,CF,80,88,84,76,71,38,6,30,True,False
80,81,25.0,125.0,184,9,4,4,49.4,ST,75,74,80,72,68,30,11,28,False,True
80,81,25.0,64.0,187,17,3,3,49.4,ST,76,69,78,82,77,46,10,27,False,True
81,82,26.5,57.0,186,8,4,3,47.0,CDM,74,77,63,83,75,79,11,29,False,True
87,89,75.0,90.0,191,16,4,1,133.1,GK,27,38,57,56,38,20,86,28,False,True
88,88,96.5,260.0,173,20,3,4,178.5,CM,77,83,84,71,79,68,11,29,True,False
78,78,11.5,69.0,177,13,3,4,21.9,ST,72,71,81,80,70,45,11,34,False,True
81,83,29.5,54.0,171,11,3,4,0.0,LWB,73,81,81,73,74,75,12,26,True,False
77,80,14.0,89.0,184,34,3,3,27.7,CM,72,75,69,74,74,71,11,26,False,True
79,79,18.5,66.0,184,2,3,3,31.5,RM,70,74,78,77,73,77,13,28,False,True
82,84,33.5,69.0,186,5,3,3,57.8,CB,73,67,71,80,69,84,11,27,False,True
78,80,16.0,48.0,173,2,4,3,31.6,RB,58,61,76,63,62,76,10,26,False,True
78,80,18.5,46.0,174,11,4,4,32.8,ST,69,69,86,70,66,25,11,26,False,True
84,86,47.5,165.0,183,19,4,3,100.9,CDM,70,71,77,83,82,83,11,27,False,True
74,81,8.5,56.0,175,24,3,4,17.9,RW,62,71,79,58,58,35,13,24,False,True
83,84,43.5,180.0,176,22,4,4,92.4,RW,70,81,87,78,75,47,10,27,True,False
80,83,29.0,77.0,185,7,4,3,57.3,LM,69,76,82,74,65,43,8,26,False,True
79,82,23.0,85.0,181,91,3,4,0.0,CM,69,78,76,68,74,70,10,27,False,True
80,84,27.5,17.0,187,4,3,2,40.6,CDM,69,59,68,73,71,81,9,26,False,True
76,78,8.5,38.0,183,25,4,3,17.6,CB,61,60,65,68,63,77,10,26,True,False
80,81,25.0,17.0,175,7,3,5,51.9,RM,69,75,85,70,68,41,10,26,True,False
88,91,107.5,230.0,187,3,4,2,206.9,CB,57,62,66,69,66,88,10,26,False,True
73,82,7.0,29.0,187,33,3,3,14.0,CM,64,67,69,68,68,61,10,23,True,False
79,86,36.0,49.0,181,19,3,4,75.6,ST,77,77,77,76,70,40,9,23,False,True
75,79,8.0,60.0,183,20,3,3,15.8,ST,67,67,82,75,60,21,8,25,False,True
77,83,17.0,65.0,185,17,4,4,34.9,CM,64,72,73,71,72,69,9,22,False,True
77,84,21.5,20.0,173,19,3,4,49.5,LM,73,79,78,60,66,26,12,22,True,False
77,85,22.0,15.0,185,42,3,3,44.0,CDM,58,71,64,70,69,68,9,24,False,True
79,83,23.5,13.0,183,6,5,3,48.8,RB,66,72,82,77,73,75,11,26,False,True
73,81,7.0,26.0,182,6,3,2,0.0,CM,63,63,72,74,70,72,9,22,False,True
75,84,12.5,36.0,174,17,3,3,0.0,LM,67,71,79,62,63,36,10,23,False,True
75,82,10.5,23.0,190,3,3,2,22.1,CB,54,56,70,64,62,77,8,23,False,True
73,78,4.4,35.0,177,33,2,2,8.7,LB,56,63,74,60,64,70,11,22,True,False
74,83,8.5,9.0,182,5,3,3,14.5,CDM,58,61,69,70,65,70,12,22,False,True
70,81,3.5,19.0,164,10,3,4,7.4,RW,60,62,82,59,56,40,7,22,False,True
70,81,3.3,16.0,182,29,3,3,6.8,RB,55,59,77,60,61,65,11,21,False,True
70,85,3.7,3.0,180,34,3,3,7.9,CAM,54,71,75,56,52,34,11,19,False,True
76,83,15.0,29.0,180,36,3,3,0.0,RM,64,65,80,64,59,49,11,21,False,True
66,80,2.0,17.0,186,7,4,2,0.0,ST,60,53,65,67,52,19,10,20,False,True
72,83,4.9,13.0,186,25,3,2,9.3,RB,51,53,68,56,57,73,11,21,False,True
70,81,3.3,15.0,188,22,3,2,6.9,CB,42,44,66,57,53,70,8,21,False,True
70,80,3.4,29.0,180,28,3,3,0.0,CAM,58,68,68,63,55,43,9,21,True,False
67,84,2.6,6.0,187,62,3,3,6.0,CAM,58,65,62,64,56,41,10,20,True,False
75,81,9.0,22.0,174,9,3,3,14.4,ST,71,67,79,75,65,26,8,24,False,True
61,79,825.0,2.0,179,67,3,2,2.1,CM,56,60,69,55,58,58,11,19,True,False
74,83,9.5,10.0,168,14,3,4,15.2,LW,63,70,80,67,60,29,11,23,False,True
80,80,11.0,86.0,186,14,5,4,20.9,LWB,81,80,75,82,76,73,8,34,False,True
84,84,29.0,155.0,183,2,2,3,53.7,RB,68,78,80,81,73,81,12,33,False,True
87,87,42.0,150.0,192,1,3,1,79.8,GK,21,27,57,40,29,19,83,33,False,True
77,77,10.5,90.0,175,15,4,4,19.4,CM,65,74,80,75,76,70,10,30,False,True
82,82,29.5,105.0,185,34,3,3,56.1,CM,68,79,58,74,77,76,10,31,True,False
80,80,20.5,63.0,175,7,4,4,34.9,RW,76,78,85,74,72,60,9,30,False,True
88,88,75.0,210.0,193,4,3,2,138.8,CB,63,73,72,80,73,89,12,32,False,True
85,85,44.5,200.0,179,26,4,5,82.3,RW,75,84,85,71,69,33,11,32,True,False
83,83,32.0,63.0,186,23,4,3,54.4,CDM,75,77,77,85,79,82,11,29,False,True
77,78,12.5,55.0,177,18,4,4,24.7,CAM,72,80,77,74,75,66,11,27,False,True
82,82,29.5,44.0,172,14,3,4,62.0,LB,67,73,82,66,74,81,11,28,True,False
85,86,63.5,100.0,181,11,3,5,109.5,LM,75,81,89,73,62,26,5,27,False,True
77,77,11.5,60.0,189,11,4,4,19.6,CF,74,77,73,71,62,34,9,29,False,True
81,81,26.0,37.0,186,9,2,4,54.6,RM,75,72,82,84,69,42,14,29,False,True
84,84,46.0,90.0,183,10,2,4,75.9,RM,80,82,86,74,69,35,11,27,True,False
77,77,11.5,34.0,180,27,2,3,19.6,ST,73,69,84,73,63,29,13,28,False,True
86,86,72.0,90.0,192,21,5,4,122.4,CM,80,84,69,86,78,77,10,28,False,True
79,79,0.0,0.0,177,20,3,3,0.0,ST,72,65,78,81,70,30,11,31,False,True
80,80,20.5,33.0,186,25,4,3,34.9,LB,74,71,74,75,74,79,11,28,True,False
81,83,33.0,100.0,179,15,4,4,0.0,ST,76,76,82,76,69,30,10,27,False,True
76,76,8.0,30.0,175,7,4,4,15.2,LM,69,73,81,73,66,37,13,27,False,True
82,83,35.5,95.0,189,8,3,4,68.3,CM,74,77,66,72,77,75,12,27,True,False
83,84,38.0,170.0,180,23,5,4,80.8,LB,69,70,85,77,74,80,11,28,True,False
75,80,7.5,24.0,183,20,2,3,13.3,CDM,54,63,69,70,73,70,13,27,False,True
83,84,43.5,80.0,191,14,3,4,77.2,ST,78,73,78,78,66,29,12,27,True,False
84,89,60.5,59.0,185,19,4,4,104.4,LB,72,72,89,75,75,76,10,23,True,False
80,83,29.0,77.0,185,7,4,3,57.3,LM,69,76,82,74,65,43,8,26,False,True
77,79,14.0,68.0,200,18,3,3,27.7,ST,76,63,63,68,61,44,11,26,False,True
80,83,28.5,49.0,183,7,2,3,50.6,CM,75,77,72,80,78,76,12,25,True,False
74,75,4.5,31.0,175,20,5,4,8.9,RB,69,69,81,65,72,70,10,27,False,True
76,82,11.5,38.0,180,3,3,2,24.2,LB,52,57,77,55,63,78,12,24,True,False
75,81,8.5,13.0,171,17,3,4,13.6,RB,68,76,82,61,72,68,10,24,True,False
71,81,3.9,9.0,183,3,3,2,6.6,CB,47,41,69,57,49,73,9,23,False,True
82,87,46.0,59.0,179,21,4,4,81.7,CAM,71,80,79,69,71,48,14,25,False,True
79,84,26.5,45.0,178,21,3,4,52.3,CM,71,83,74,70,73,60,9,25,True,False
76,79,10.0,17.0,177,7,3,4,21.8,LM,72,67,80,78,67,44,10,25,False,True
74,80,6.5,21.0,174,8,3,3,12.4,CM,59,67,80,67,68,73,9,23,False,True
74,85,9.0,47.0,168,29,4,2,0.0,LB,61,68,80,65,65,70,11,21,True,False
79,86,33.0,67.0,190,33,3,2,69.3,CB,51,55,69,62,62,81,11,23,False,True
67,85,2.6,4.0,168,44,3,4,5.3,LW,57,68,72,52,55,40,12,20,False,True
80,86,33.5,72.0,172,17,3,3,68.7,CM,65,77,79,67,76,72,9,23,False,True
66,78,0.0,0.0,188,8,3,3,0.0,CAM,57,61,72,62,62,53,8,21,False,True
